YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
2019,"Fernando, Bruno",C,80.75,237.0,25.6,0.054,87.25,110.0,9.25,10.0,29.5,33.5,11.29,3.05,3.21,13,108.0%,92.5,139.5,143.5
2019,"Gafford, Daniel",PF,81.25,237.6,25.3,0.059,86.25,110.0,9.25,9.3,32.5,36.5,11.61,3.19,3.25,5,106.2%,85.6,142.5,146.5
2019,"Guy, Kyle",SG,72.75,167.8,22.3,0.057,76.50,95.5,8.00,8.8,30.5,36.5,10.48,3.07,3.27,4,105.2%,70.0,126.0,132.0
2019,"Hands, Jaylen",PG,73.50,180.4,23.5,0.051,77.50,97.0,8.00,8.3,33.0,41.5,10.73,3.03,3.12,6,105.4%,66.0,130.0,138.5
2019,"Harper, Jared",PG,69.75,169.2,24.4,0.039,77.50,94.0,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8,111.1%,78.4,127.5,134.5
2019,"Hayes, Jaxson",PF,82.25,218.6,22.7,0.050,87.50,110.5,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5,106.4%,97.1,137.5,145.0
2019,"Hernandez, Dewan",C,81.00,232.8,24.9,0.061,85.75,107.0,9.50,10.3,30.5,35.5,11.46,3.25,3.28,13,105.9%,97.4,137.5,142.5
2019,"Herro, Tyler",SG,76.50,192.4,23.1,0.071,75.25,100.5,8.00,8.8,NA,NA,NA,NA,NA,NA,98.4%,70.0,NA,NA
2019,"Hoard, Jalen",PF,79.25,212.6,23.8,0.067,84.75,105.5,8.75,9.8,27.5,35.5,11.44,3.32,3.34,8,106.9%,85.3,133.0,141.0
2019,"Horton-Tucker, Talen",SG,74.50,235.4,29.8,0.084,85.25,103.0,9.50,9.8,26.0,34.5,11.34,3.43,3.34,10,114.4%,92.6,129.0,137.5
2019,"Jeffries, DaQuan",SF-PF,76.00,215.6,26.2,0.039,83.25,104.0,9.50,10.3,NA,NA,NA,NA,NA,NA,109.5%,97.4,NA,NA
2019,"Jerome, Ty",PG,76.25,194.4,23.5,0.065,76.00,98.0,8.25,9.5,26.0,31.5,11.21,3.12,3.40,2,99.7%,78.4,124.0,129.5
2019,"Johnson, Cameron",SG,79.00,205.2,23.1,0.058,82.00,103.0,8.00,8.5,30.5,36.5,10.52,3.28,3.26,NA,103.8%,68.0,133.5,139.5
2019,"Johnson, Keldon",SG,76.75,216.4,25.8,0.056,81.25,104.0,8.00,9.3,NA,NA,NA,NA,NA,NA,105.9%,74.0,NA,NA
2019,"Kabengele, Mfiondu",PF,80.75,256.2,27.6,0.051,87.00,109.5,9.25,10.8,28.0,35.5,11.21,3.30,3.25,6,107.7%,99.4,137.5,145.0
2019,"King, Louis",SF,78.75,195.2,22.1,0.048,84.25,104.5,8.00,8.5,29.0,33.0,10.99,3.05,3.28,0,107.0%,68.0,133.5,137.5
2019,"Langford, Romeo",SG,76.50,NA,NA,NA,83.00,103.0,9.00,9.0,NA,NA,NA,NA,NA,NA,108.5%,81.0,NA,NA
2019,"Lawson, Dedric",PF,79.00,233.0,26.2,0.089,86.25,107.5,9.75,9.8,23.5,26.0,11.80,3.54,3.60,10,109.2%,95.1,131.0,133.5
2019,"Lecque, Jalen",PG,74.50,185.2,23.5,0.040,80.50,98.5,8.75,8.5,35.0,43.0,11.09,3.30,3.29,1,108.1%,74.4,133.5,141.5
2019,"Little, Nassir",SF,76.50,224.2,26.9,0.059,85.25,104.5,8.75,10.0,31.0,38.5,12.15,3.10,3.24,5,111.4%,87.5,135.5,143.0
2019,"Mann, Terance",SG-SF,76.75,204.6,24.4,0.040,79.75,101.0,9.50,9.3,32.5,38.5,11.51,3.14,3.30,6,103.9%,87.9,133.5,139.5
2019,"Martin, Cody",PG-SG,76.75,192.2,22.9,0.050,82.25,102.5,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7,107.2%,74.3,130.5,138.0
2019,"Matthews, Charles",SG,77.00,194.8,23.1,0.038,81.50,103.0,8.50,8.8,29.5,37.5,11.26,3.24,3.38,9,105.8%,74.4,132.5,140.5
2019,"McDaniels, Jalen",SF,80.25,191.6,20.9,0.057,84.25,105.5,9.00,10.0,29.5,33.5,11.54,3.23,3.32,0,105.0%,90.0,135.0,139.0
2019,"Norvell Jr., Zach",SG,76.50,206.4,24.8,0.075,78.00,101.0,8.50,9.5,24.0,30.0,11.60,3.34,3.43,NA,102.0%,80.8,125.0,131.0
2019,"Nowell, Jaylen",SG,75.25,202.4,25.1,0.061,79.25,98.0,8.25,8.5,32.0,38.5,10.76,3.13,3.23,2,105.3%,70.1,130.0,136.5
2019,"Okpala, KZ",SF,79.25,209.6,23.5,0.046,85.75,106.5,9.25,9.3,30.5,37.0,10.88,3.13,3.38,9,108.2%,85.6,137.0,143.5
2019,"Oni, Miye",SG,76.25,205.6,24.9,0.049,82.75,100.5,9.00,10.0,30.5,38.5,11.71,3.12,3.17,19,108.5%,90.0,131.0,139.0
2019,"Paschall, Eric",SF,78.00,254.4,29.4,0.063,83.75,103.5,9.00,9.5,33.0,38.0,11.63,3.26,3.30,18,107.4%,85.5,136.5,141.5
2019,"Ponds, Shamorie",PG,71.50,180.0,24.8,0.098,75.50,96.5,7.75,8.0,29.0,37.0,11.01,3.07,3.20,0,105.6%,62.0,125.5,133.5
2019,"Poole, Jordan",SG,75.50,190.8,23.5,0.075,78.75,99.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,NA,104.3%,70.1,127.5,135.0
2019,"Porter Jr., Kevin",SG,76.00,212.6,25.9,0.051,81.00,103.0,8.75,8.8,27.0,34.0,10.82,3.03,3.14,2,106.6%,76.6,130.0,137.0
2019,"Porter, Jontay",PF,81.75,210.4,22.1,0.085,84.00,109.5,8.75,9.5,NA,NA,NA,NA,NA,NA,102.8%,83.1,NA,NA
2019,"Reddish, Cameron",SF,78.50,207.8,23.7,0.047,84.50,105.5,9.00,9.0,NA,NA,NA,NA,NA,NA,107.6%,81.0,NA,NA
2019,"Reid, Naz",PF,80.75,255.8,27.6,0.140,87.25,109.0,9.50,9.3,26.0,32.5,12.03,3.76,3.42,3,108.0%,87.9,135.0,141.5
2019,"Roby, Isaiah",PF,79.25,214.0,24.0,0.039,85.00,106.0,9.00,10.5,32.5,35.5,10.63,3.05,3.25,9,107.3%,94.5,138.5,141.5
2019,"Samanic, Luka",PF,81.50,227.2,24.0,0.056,82.50,107.0,8.50,9.0,27.0,38.0,11.01,3.03,3.27,7,101.2%,76.5,134.0,145.0
2019,"Schofield, Admiral",SF,76.00,240.6,29.3,0.068,81.75,102.5,8.75,9.0,30.0,34.0,10.77,2.87,3.37,15,107.6%,78.8,132.5,136.5
2019,"Shayok, Marial",SF-PF,76.50,196.8,23.6,0.047,84.25,103.5,8.75,9.3,29.5,36.5,11.16,3.04,3.37,9,110.1%,80.9,133.0,140.0
2019,"Shittu, Simisola",PF,80.50,227.2,24.6,0.062,85.25,106.0,8.75,8.5,27.0,35.5,11.85,3.24,3.30,11,105.9%,74.4,133.0,141.5
2019,"Washington, P.J.",PF,78.50,230.4,26.3,0.086,86.25,106.5,9.00,10.3,NA,NA,NA,NA,NA,NA,109.9%,92.3,NA,NA
2019,"Waters, Tremont",PG,69.50,172.4,25.1,0.066,74.25,93.5,8.00,9.8,30.5,40.5,10.76,3.11,3.07,5,106.8%,78.0,124.0,134.0
2019,"Weatherspoon, Quinndary",SG,75.00,206.6,25.8,0.061,81.00,100.0,8.50,9.0,31.0,38.0,11.57,3.15,3.16,NA,108.0%,76.5,131.0,138.0
2019,"White, Coby",PG,75.50,191.4,23.6,0.043,77.00,97.5,7.75,9.0,NA,NA,NA,NA,NA,NA,102.0%,69.8,NA,NA
2019,"Wilkes, Kris",SF,78.25,208.8,24.0,0.049,82.75,103.0,8.50,9.5,27.5,35.0,10.39,3.09,3.34,4,105.8%,80.8,130.5,138.0
2019,"Williams, Grant",PF,77.75,240.2,27.9,0.054,81.75,104.5,9.00,10.5,26.0,31.5,10.83,3.27,3.33,20,105.1%,94.5,130.5,136.0
2019,"Windler, Dylan",SF,78.25,195.8,22.5,0.046,82.00,104.5,8.25,9.5,29.0,37.5,10.70,2.94,3.30,8,104.8%,78.4,133.5,142.0
2018,"Alkins, Rawle",SG,74.75,217.4,27.4,0.089,80.75,99.0,8.50,10.0,32.5,40.5,11.50,3.09,3.15,10,108.0%,85.0,131.5,139.5
2018,"Allen, Grayson",SG,75.00,198.0,24.7,0.056,79.25,97.0,8.25,10.0,32.5,40.5,10.31,3.04,3.15,NA,105.7%,82.5,129.5,137.5
2018,"Antetokounmpo, Kostas",PF,81.00,194.8,20.9,0.050,86.25,110.0,9.25,9.5,29.5,35.0,12.48,3.48,3.21,0,106.5%,87.9,139.5,145.0
2018,"Bamba, Mohamed",C,83.25,225.6,22.9,0.062,94.00,115.5,9.75,10.3,NA,NA,NA,NA,NA,NA,112.9%,99.9,NA,NA
2018,"Barford, Jaylen",PG-SG,73.25,207.6,27.2,0.117,75.50,96.5,8.00,8.3,27.0,33.0,11.39,3.21,3.31,7,103.1%,66.0,123.5,129.5
2018,"Bates-Diop, Keita",SG-SF,79.25,223.8,25.1,0.054,87.25,106.5,9.00,8.5,30.5,35.0,11.20,3.28,3.17,11,110.1%,76.5,137.0,141.5
2018,"Battle, Tyus",SG,77.00,200.2,23.7,0.040,81.00,102.0,8.50,9.3,32.0,37.5,11.04,2.87,3.07,9,105.2%,78.6,134.0,139.5
2018,"Bowen, Brian",SG-SF,78.25,202.0,23.2,0.076,82.25,103.5,9.00,10.0,30.5,34.0,11.58,3.33,3.28,0,105.1%,90.0,134.0,137.5
2018,"Bridges, Miles",SF,77.25,220.4,26.0,0.059,81.50,103.5,9.00,9.8,NA,NA,NA,NA,NA,NA,105.5%,87.8,NA,NA
2018,"Brown, Bruce",SG-PG,75.50,194.6,24.0,0.038,81.00,98.5,8.50,8.5,32.5,38.0,11.11,3.44,3.20,17,107.3%,72.3,131.0,136.5
2018,"Brown, Troy",SF,77.75,208.0,24.2,0.071,82.25,105.0,9.00,9.8,26.0,33.0,11.51,3.29,3.33,5,105.8%,87.8,131.0,138.0
2018,"Brunson, Jalen",PG,73.00,198.4,26.2,0.067,76.00,96.0,8.25,9.3,29.0,37.0,10.59,3.11,3.15,7,104.1%,76.3,125.0,133.0
2018,"Carr, Tony",PG,75.00,198.8,24.8,0.065,80.25,100.0,8.50,9.8,25.0,31.5,11.89,3.40,3.17,0,107.0%,82.9,125.0,131.5
2018,"Carter, Jevon",PG,72.25,196.2,26.4,0.042,76.25,95.0,9.25,8.5,29.0,36.5,11.04,3.05,3.18,14,105.5%,78.6,124.0,131.5
2018,"Carter, Wendell",C-PF,80.75,251.4,27.1,0.079,88.50,109.0,8.50,9.0,NA,NA,NA,NA,NA,NA,109.6%,76.5,NA,NA
2018,"Diallo, Hamidou",SG,76.25,197.0,23.8,0.045,83.50,103.0,8.75,9.0,32.5,40.5,10.53,3.14,3.10,1,109.5%,78.8,135.5,143.5
2018,"DiVincenzo, Donte",SG,75.50,200.6,24.7,0.050,78.00,97.5,8.25,9.0,34.5,42.0,10.72,3.12,3.11,12,103.3%,74.3,132.0,139.5
2018,"Duval, Trevon",PG,73.50,191.0,24.9,0.052,80.25,97.5,8.75,10.0,34.0,41.5,10.93,3.09,3.18,6,109.2%,87.5,131.5,139.0
2018,"Evans, Jacob",SG-SF,76.25,199.6,24.1,0.065,81.25,102.5,9.00,9.3,28.0,35.5,11.11,3.14,3.20,8,106.6%,83.3,130.5,138.0
2018,"Evans, Keenan",PG,73.50,183.2,23.8,0.065,77.25,98.0,8.50,8.0,NA,NA,NA,NA,NA,NA,105.1%,68.0,NA,NA
2018,"Frazier, Melvin",SF-SG,76.50,198.2,23.8,0.079,85.75,105.0,9.50,9.5,31.0,40.5,11.24,3.08,3.08,0,112.1%,90.3,136.0,145.5
2018,"Gilgeous-Alexander, Shai",PG,76.50,180.0,21.6,0.030,83.50,104.0,9.00,9.0,NA,NA,NA,NA,NA,NA,109.2%,81.0,NA,NA
2018,"Graham, Devonte",PG,72.25,186.4,25.1,0.048,78.25,96.0,8.50,9.5,31.0,37.0,11.28,3.15,3.21,14,108.3%,80.8,127.0,133.0
2018,"Haas, Isaac",C,85.25,303.0,29.3,0.126,89.00,111.5,10.00,10.5,NA,NA,NA,NA,NA,NA,104.4%,105.0,NA,NA
2018,"Hall, Devon",SG,76.25,206.4,25.0,0.085,79.75,102.0,8.50,10.0,25.0,31.0,10.95,3.16,3.27,6,104.6%,85.0,127.0,133.0
2018,"Hervey, Kevin",PF,78.50,211.6,24.1,0.052,87.50,107.0,9.25,10.3,27.5,32.0,11.28,3.15,3.36,4,111.5%,94.8,134.5,139.0
2018,"Holiday, Aaron",PG,71.75,187.0,25.5,0.064,79.50,97.0,8.75,8.5,25.5,33.0,10.96,3.22,3.27,NA,110.8%,74.4,122.5,130.0
2018,"Huerter, Kevin",SG,78.25,194.0,22.3,0.086,79.50,101.5,8.25,8.5,31.0,38.0,10.89,2.97,3.09,9,101.6%,70.1,132.5,139.5
2018,"Jackson, Jaren",PF-C,81.75,236.0,24.8,0.072,89.25,110.0,10.00,10.0,NA,NA,NA,NA,NA,NA,109.2%,100.0,NA,NA
2018,"Jackson, Justin",PF,78.00,229.4,26.5,0.089,87.00,105.0,9.00,9.5,NA,NA,NA,NA,NA,NA,111.5%,85.5,NA,NA
2018,"Johnson, Alize",PF,79.25,216.6,24.2,0.081,80.75,103.0,8.50,9.8,25.0,31.0,11.83,3.28,3.38,8,101.9%,82.9,128.0,134.0
2018,"King, George",SF-SG,76.75,218.6,26.1,0.073,83.50,101.5,9.00,10.3,31.0,39.0,10.75,3.08,3.29,15,108.8%,92.3,132.5,140.5
2018,"Knox, Kevin",SF,79.75,212.6,23.5,0.050,83.75,108.0,8.75,9.3,NA,NA,NA,NA,NA,NA,105.0%,80.9,NA,NA
2018,"Konate, Sagaba",C,78.50,246.0,28.1,0.074,84.00,106.5,9.25,10.0,31.5,35.0,12.28,3.36,3.28,12,107.0%,92.5,138.0,141.5
2018,"Martin, Caleb",SF-SG,76.75,195.8,23.4,0.070,82.00,101.5,8.50,8.8,29.0,36.5,10.43,2.75,3.26,6,106.8%,74.4,130.5,138.0
2018,"Maten, Yante",PF-C,79.25,246.2,27.6,0.081,84.50,107.5,9.25,10.0,27.0,31.5,11.35,3.13,3.17,18,106.6%,92.5,134.5,139.0
2018,"McCoy, Brandon",C,83.50,250.4,25.2,0.087,86.00,110.5,9.75,9.5,27.5,32.0,11.77,3.31,3.23,9,103.0%,92.6,138.0,142.5
2018,"Melton, DeAnthony",SG-PG,74.25,193.2,24.6,0.052,80.50,99.5,8.50,9.5,31.0,36.5,11.48,3.33,3.23,1,108.4%,80.8,130.5,136.0
2018,"Metu, Chimezie",PF-C,80.50,219.6,23.8,0.051,84.50,108.0,9.00,9.3,29.5,36.0,11.89,3.25,3.33,5,105.0%,83.3,137.5,144.0
2018,"Milton, Shake",SG-PG,76.50,207.2,24.9,0.068,84.75,99.5,8.75,9.5,30.0,33.0,11.07,3.19,3.25,2,110.8%,83.1,129.5,132.5
2018,"Mykhailiuk, Sviatoslav",SG-SF,78.50,211.6,24.1,0.085,76.75,100.0,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4,97.8%,78.4,130.5,137.0
2018,"Newman, Malik",SG,74.50,189.2,24.0,0.063,77.50,98.5,8.50,9.5,27.5,33.5,10.90,3.18,3.13,NA,104.0%,80.8,126.0,132.0
2018,"Okogie, Josh",SG,75.00,210.8,26.3,0.052,84.00,102.0,9.00,9.8,33.0,42.0,11.08,3.03,3.04,12,112.0%,87.8,135.0,144.0
2018,"Pinson, Theo",SG-SF,77.00,211.2,25.0,0.074,82.75,103.5,9.00,9.0,27.0,34.0,11.53,3.11,3.22,7,107.5%,81.0,130.5,137.5
2018,"Porter, Michael",SF-PF,81.50,211.0,22.3,0.064,84.25,108.5,8.75,9.3,NA,NA,NA,NA,NA,NA,103.4%,80.9,NA,NA
2018,"Preston, Billy",PF,80.75,222.4,24.0,0.055,86.00,108.0,9.25,9.5,25.0,33.0,11.26,3.35,3.20,0,106.5%,87.9,133.0,141.0
2018,"Robinson, Jerome",SG,76.00,188.4,22.9,0.061,79.25,98.0,9.00,10.0,NA,NA,NA,NA,NA,NA,104.3%,90.0,NA,NA
2018,"Sexton, Collin",PG,72.50,183.0,24.5,0.056,79.25,98.5,8.25,8.5,NA,NA,NA,NA,NA,NA,109.3%,70.1,NA,NA
2018,"Shamet, Landry",PG,76.00,188.6,23.0,0.049,78.75,100.0,8.00,9.0,31.0,39.5,11.26,3.21,3.11,8,103.6%,72.0,131.0,139.5
2018,"Simons, Anfernee",SG-PG,74.25,183.2,23.4,0.077,81.25,99.5,8.75,9.0,32.0,41.5,11.27,3.16,3.10,1,109.4%,78.8,131.5,141.0
2018,"Smith, Zhaire",SF-SG,74.75,198.6,25.0,0.061,81.75,100.0,8.75,8.3,33.0,41.5,11.02,3.15,3.05,10,109.4%,72.2,133.0,141.5
2018,"Spalding, Ray",PF,81.00,215.4,23.1,0.056,88.75,109.0,9.25,9.0,26.0,32.0,11.48,3.20,3.34,12,109.6%,83.3,135.0,141.0
2018,"Spellman, Omari",PF-C,80.00,253.8,27.9,0.138,86.00,107.5,9.00,9.0,28.5,35.5,12.28,3.35,3.38,8,107.5%,81.0,136.0,143.0
2018,"Thomas, Khyri",SG,74.50,198.8,25.2,0.064,82.50,101.0,8.75,9.3,30.0,35.0,10.96,3.18,3.18,14,110.7%,80.9,131.0,136.0
2018,"Trent, Gary",SG,76.25,204.2,24.7,0.070,80.75,98.0,8.50,9.5,33.5,39.5,11.37,2.99,3.12,12,105.9%,80.8,131.5,137.5
2018,"Trier, Allonzo",SG,75.75,198.0,24.3,0.050,78.75,98.0,8.25,10.5,32.0,40.0,11.02,2.97,3.14,11,104.0%,86.6,130.0,138.0
2018,"Wagner, Moritz",C-PF,82.50,241.4,24.9,0.068,84.00,108.0,9.00,10.8,27.0,34.0,11.48,3.07,3.18,8,101.8%,96.8,135.0,142.0
2018,"Walker, Lonnie",SG,75.75,196.2,24.0,0.057,82.25,99.5,9.00,9.5,31.5,40.0,10.87,2.91,3.06,12,108.6%,85.5,131.0,139.5
2018,"Washington, PJ",PF,78.50,223.0,25.4,0.069,86.50,107.0,9.00,10.3,27.0,34.0,11.39,3.43,3.20,3,110.2%,92.3,134.0,141.0
2018,"Wiley, Austin",C,80.25,249.4,27.2,0.050,89.00,111.0,9.75,10.3,28.0,33.5,12.79,3.27,3.30,14,110.9%,99.9,139.0,144.5
2018,"Williams, Kenrich",SF,78.00,200.4,23.2,0.060,79.25,103.5,8.50,9.8,28.0,33.0,10.86,3.28,3.19,14,101.6%,82.9,131.5,136.5
2018,"Young, Trae",PG,72.50,177.8,23.8,0.054,75.00,95.5,8.00,9.3,NA,NA,NA,NA,NA,NA,103.4%,74.0,NA,NA
2017,"Adebayo, Edrice",PF-C,80.75,242.6,26.2,0.052,86.75,108.0,9.50,8.8,33.5,38.5,11.94,3.24,3.24,12,107.4%,83.1,141.5,146.5
2017,"Allen, Jarrett",C,81.00,233.6,25.0,0.074,89.25,109.5,9.50,10.5,31.5,35.5,11.82,3.00,3.21,4,110.2%,99.8,141.0,145.0
2017,"Allen, Kadeem",PG,73.00,192.4,25.4,0.064,81.25,99.5,8.50,8.8,33.0,35.5,11.24,2.98,3.15,7,111.3%,74.4,132.5,135.0
2017,"Anigbogu, Ike",C,80.50,252.2,27.4,0.054,90.25,110.5,9.50,10.0,29.5,32.5,12.52,3.48,3.44,11,112.1%,95.0,140.0,143.0
2017,"Anunoby, OG",SF,78.25,232.4,26.7,0.068,86.25,107.5,9.25,9.5,NA,NA,NA,NA,NA,NA,110.2%,87.9,NA,NA
2017,"Artis, Jamel",SG-SF,77.50,213.2,25.0,0.119,82.00,105.0,9.25,9.8,23.5,31.0,11.62,3.08,3.44,5,105.8%,90.2,128.5,136.0
2017,"Bacon, Dwayne",SG-SF,76.75,221.6,26.4,0.079,82.00,103.5,8.75,10.0,30.0,36.5,11.70,3.22,3.22,8,106.8%,87.5,133.5,140.0
2017,"Beachem, V.J.",SG-SF,78.25,193.4,22.2,0.068,82.25,104.5,8.50,9.0,30.0,37.0,11.18,3.19,3.26,11,105.1%,76.5,134.5,141.5
2017,"Bell, Jordan",PF,79.00,223.6,25.2,0.054,83.75,104.5,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16,106.0%,87.9,136.0,142.5
2017,"Blossomgame, Jaron",SF,77.75,218.6,25.4,0.057,82.00,104.5,8.75,10.3,31.0,35.5,11.47,3.35,3.17,16,105.5%,89.7,135.5,140.0
2017,"Boucher, Chris",PF,80.00,182.2,20.0,0.054,88.00,110.5,9.25,10.5,NA,NA,NA,NA,NA,NA,110.0%,97.1,NA,NA
2017,"Bradley, Tony",C,81.25,248.8,26.5,0.120,89.00,112.5,9.50,9.5,24.5,27.5,11.79,2.99,3.44,5,109.5%,90.3,137.0,140.0
2017,"Briscoe, Isaiah",PG,73.25,222.4,29.1,0.110,81.00,99.5,9.00,9.3,28.0,33.5,10.95,2.85,3.38,11,110.6%,83.3,127.5,133.0
2017,"Brooks, Dillon",SG-SF,77.00,220.2,26.1,0.075,78.00,100.5,8.25,9.3,31.0,37.5,11.14,3.24,3.21,16,101.3%,76.3,131.5,138.0
2017,"Bryant, Thomas",PF-C,81.50,247.8,26.2,0.094,90.00,112.5,9.50,10.3,25.5,33.0,11.42,3.12,3.37,7,110.4%,97.4,138.0,145.5
2017,"Collins, John",PF,80.25,225.2,24.6,0.054,83.25,106.5,9.00,10.0,33.0,37.5,11.66,3.27,3.27,15,103.7%,90.0,139.5,144.0
2017,"Collins, Zach",PF-C,82.25,232.2,24.1,0.089,85.00,111.0,8.75,9.3,NA,NA,NA,NA,NA,NA,103.3%,80.9,NA,NA
2017,"Dorsey, Tyler",SG,75.00,182.6,22.8,0.047,77.25,99.5,8.50,9.3,30.5,36.0,10.55,2.98,3.16,8,103.0%,78.6,130.0,135.5
2017,"Dotson, Damyean",SG-SF,76.50,205.2,24.6,0.053,81.00,100.0,8.50,9.3,31.5,38.0,11.18,3.03,3.13,13,105.9%,78.6,131.5,138.0
2017,"Dozier, PJ",SG,77.25,200.6,23.6,0.061,83.00,101.0,8.50,9.5,34.0,39.0,10.84,2.98,3.15,9,107.4%,80.8,135.0,140.0
2017,"Evans, Jawun",PG,70.75,185.2,26.0,0.091,77.50,95.0,8.00,7.8,27.5,33.5,11.34,3.26,3.21,1,109.5%,62.0,122.5,128.5
2017,"Ferguson, Terrance",SG-SF,77.50,184.4,21.6,0.058,80.75,103.0,8.50,10.0,28.5,38.0,11.16,3.22,3.32,NA,104.2%,85.0,131.5,141.0
2017,"Fox, De'Aaron",PG,74.00,169.6,21.8,0.045,78.50,100.0,8.50,8.5,NA,NA,NA,NA,NA,NA,106.1%,72.3,NA,NA
2017,"Giles, Harry",PF,81.25,232.0,24.7,0.052,87.25,109.5,9.50,10.8,27.0,32.5,11.08,3.00,3.34,5,107.4%,102.1,136.5,142.0
2017,"Hart, Josh",SG-SF,75.75,209.2,25.6,0.058,80.25,101.0,8.50,9.5,27.5,35.5,11.15,3.02,3.18,9,105.9%,80.8,128.5,136.5
2017,"Hayes, Nigel",PF,78.25,254.2,29.2,0.115,87.25,104.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27,16,111.5%,87.5,133.5,138.0
2017,"Hicks, Isaiah",PF,79.25,233.4,26.1,0.077,84.50,105.0,8.75,9.8,31.5,37.0,12.31,3.31,3.36,11,106.6%,85.3,136.5,142.0
2017,"Iwundu, Wesley",SG-SF,77.50,193.4,22.6,0.040,85.00,105.5,8.75,9.5,31.5,36.0,11.25,3.23,3.36,5,109.7%,83.1,137.0,141.5
2017,"Jackson (UMD), Justin",SF,77.75,219.4,25.5,0.071,87.25,107.0,9.00,9.5,26.5,31.5,11.78,3.08,3.43,NA,112.2%,85.5,133.5,138.5
2017,"Jackson (UNC), Justin",SF,79.00,200.8,22.6,0.081,83.00,104.5,8.75,9.3,29.5,35.5,10.80,3.06,3.30,NA,105.1%,80.9,134.0,140.0
2017,"Jackson, Frank",PG,74.00,201.6,25.9,0.067,79.50,98.0,8.25,9.0,34.5,42.0,10.94,2.70,3.14,9,107.4%,74.3,132.5,140.0
2017,"Jok, Peter",SG-SF,76.25,202.4,24.5,0.110,80.00,102.0,8.25,9.5,26.5,31.0,11.34,2.93,3.41,NA,104.9%,78.4,128.5,133.0
2017,"Kennard, Luke",SG-SF,76.50,196.2,23.6,0.066,77.25,98.5,8.00,8.8,NA,NA,NA,NA,NA,NA,101.0%,70.0,NA,NA
2017,"Kuzma, Kyle",SF-SG,80.00,222.6,24.5,0.094,84.25,107.5,8.50,9.5,27.0,34.0,10.72,2.98,3.25,12,105.3%,80.8,134.5,141.5
2017,"Leaf, TJ",PF,80.75,222.2,24.0,0.068,83.00,107.0,8.50,9.5,29.0,34.5,11.55,3.27,3.27,6,102.8%,80.8,136.0,141.5
2017,"Lydon, Tyler",PF,80.25,215.0,23.5,0.136,84.00,107.5,8.75,8.8,29.5,33.5,11.68,2.81,3.46,1,104.7%,76.6,137.0,141.0
2017,"Mason III, Frank",PG,71.00,188.8,26.3,0.043,75.25,94.0,8.00,9.3,34.0,41.0,11.41,3.09,3.18,15,106.0%,74.0,128.0,135.0
2017,"Meeks, Kennedy",C,80.75,276.6,29.8,0.115,85.00,106.0,8.75,8.8,28.0,30.5,12.91,3.35,3.50,15,105.3%,76.6,134.0,136.5
2017,"Mitchell, Donovan",SG,73.25,211.4,27.7,0.059,82.00,97.0,8.50,9.5,36.5,40.5,11.53,3.07,3.01,10,111.9%,80.8,133.5,137.5
2017,"Morris, Monte",PG,73.25,175.2,23.0,0.069,76.00,96.5,8.25,8.8,28.0,33.5,11.00,3.20,3.19,8,103.8%,72.2,124.5,130.0
2017,"Motley, Johnathan",PF,79.75,238.2,26.3,NA,88.00,108.0,9.00,9.5,NA,NA,NA,NA,NA,NA,110.3%,85.5,NA,NA
2017,"Mykhailiuk, Svi",SG-SF,78.50,219.6,25.1,0.114,77.00,100.0,8.00,9.3,27.0,33.0,12.40,3.25,3.53,8,98.1%,74.0,127.0,133.0
2017,"Ojeleye, Semi",SF-SG,77.25,241.4,28.4,0.055,81.75,102.0,8.75,9.5,35.0,40.5,10.58,3.07,3.16,19,105.8%,83.1,137.0,142.5
2017,"Oliver, Cameron",PF,79.00,238.6,26.9,0.077,85.25,106.5,9.50,10.3,28.0,39.5,12.17,3.31,3.16,5,107.9%,97.4,134.5,146.0
2017,"Patton, Justin",C,82.00,229.0,23.9,0.078,87.00,111.5,8.75,9.8,26.0,30.5,11.80,3.31,3.46,NA,106.1%,85.3,137.5,142.0
2017,"Peters, Alec",PF,79.25,232.0,26.0,0.088,82.75,105.0,8.75,10.0,NA,NA,NA,NA,NA,NA,104.4%,87.5,NA,NA
2017,"Rabb, Ivan",PF,80.75,219.6,23.7,0.068,85.50,109.0,8.75,9.0,28.5,32.5,12.68,3.23,3.35,3,105.9%,78.8,137.5,141.5
2017,"Reed, Davon",SG-SF,76.50,206.2,24.8,0.065,84.00,102.0,9.25,9.5,28.5,36.0,11.37,3.21,3.34,12,109.8%,87.9,130.5,138.0
2017,"Robinson, Devin",SF,79.00,189.6,21.4,0.032,84.75,106.0,9.25,10.3,35.5,41.5,12.85,3.61,3.23,10,107.3%,94.8,141.5,147.5
2017,"Simmons, Kobi",PG,75.25,166.2,20.6,0.050,78.00,99.0,8.50,9.5,30.5,38.5,11.15,2.98,3.18,3,103.7%,80.8,129.5,137.5
